,col_1,col_2,Target,Target_Spurious
912,0.1848,0.8154,0,1
913,0.8066,0.1931,0,0
914,0.2644,0.736,0,1
915,0.9326,0.06757,0,0
916,0.461,0.539,0,1
917,0.03595,0.964,0,1
918,0.8447,0.155,0,0
919,0.09204,0.908,0,1
920,0.4167,0.583,0,1
921,0.856,0.1442,0,0
922,0.926,0.0742,0,0
923,0.925,0.0753,0,0
924,0.9126,0.0876,0,0
925,0.0863,0.9136,0,1
926,0.1152,0.885,0,1
927,0.785,0.2147,0,0
928,0.5273,0.4727,0,1
929,0.3557,0.644,0,1
930,0.1733,0.8267,0,1
931,0.6226,0.3774,0,0
932,0.937,0.0628,0,0
933,0.2161,0.784,0,1
934,0.4036,0.596,0,1
935,0.7505,0.2494,0,0
936,0.0804,0.9194,0,1
937,0.3433,0.6567,0,1
938,0.251,0.749,0,1
939,0.8267,0.1733,0,0
940,0.4941,0.506,0,0
941,0.679,0.3208,0,0
942,0.7446,0.2554,0,0
943,0.1412,0.859,0,1
944,0.251,0.749,0,1
945,0.9316,0.06854,0,0
946,0.83,0.1699,0,0
947,0.85,0.15,0,1
948,0.3452,0.655,0,1
949,0.8833,0.11676,0,0
950,0.0904,0.9097,0,1
951,0.9253,0.07477,0,0
952,0.0895,0.9106,0,1
953,0.5117,0.4883,0,1
954,0.3293,0.6704,0,1
955,0.1023,0.8975,0,1
956,0.272,0.728,0,1
957,0.801,0.1993,0,0
958,0.8716,0.1285,0,0
959,0.151,0.849,0,1
960,0.3503,0.6494,0,1
961,0.945,0.05542,0,0
962,0.9375,0.06232,0,0
963,0.0732,0.927,0,1
964,0.866,0.1339,0,0
965,0.3345,0.6655,0,1
966,0.9097,0.0901,0,0
967,0.66,0.3398,0,0
968,0.1105,0.8896,0,1
969,0.9653,0.0346,0,0
970,0.8857,0.1144,0,0
971,0.8115,0.1884,0,0
972,0.852,0.1481,0,0
973,0.3025,0.6978,0,1
974,0.1956,0.804,0,1
975,0.832,0.1677,0,0
976,0.4922,0.508,0,1
977,0.8774,0.1225,0,0
978,0.09467,0.9053,0,1
979,0.4187,0.5815,0,1
980,0.4321,0.568,0,1
981,0.835,0.165,0,0
982,0.9272,0.07263,0,0
983,0.1366,0.8633,0,1
984,0.646,0.354,0,0
985,0.644,0.3557,0,0
986,0.8623,0.1376,0,0
987,0.885,0.1152,0,0
988,0.9263,0.07367,0,0
989,0.766,0.2338,0,0
990,0.6167,0.383,0,0
991,0.704,0.296,0,0
992,0.8955,0.1045,0,0
993,0.3684,0.632,0,1
994,0.2043,0.796,0,1
995,0.3503,0.6494,0,1
996,0.7295,0.2705,0,1
997,0.1824,0.8174,0,1
998,0.891,0.10895,0,0
999,0.2147,0.785,0,1
1000,0.66,0.3398,0,0
1001,0.7124,0.2878,0,0
1002,0.6875,0.3123,0,0
1003,0.857,0.1432,0,0
1004,0.2255,0.7744,0,1
1005,0.2451,0.755,0,1
1006,0.8066,0.1931,0,0
1007,0.5796,0.4207,0,0
1008,0.1603,0.84,0,1
1009,0.8623,0.1376,0,0
1010,0.8066,0.1931,0,0
1011,0.2161,0.784,0,1
1012,0.3364,0.6636,0,1
1013,0.762,0.2379,0,0
1014,0.915,0.0851,0,0
1015,0.18,0.82,0,1
1016,0.902,0.0981,0,0
1017,0.1348,0.865,0,1
1018,0.9517,0.0485,0,0
1019,0.85,0.15,0,0
1020,0.212,0.788,0,1
1021,0.792,0.2081,0,0
1022,0.1677,0.832,0,1
1023,0.7773,0.2227,0,0
1024,0.11676,0.8833,0,1
1025,0.916,0.08386,0,0
1026,0.9365,0.0637,0,0
1027,0.1582,0.842,0,1
1028,0.1366,0.8633,0,1
1029,0.314,0.686,0,1
1030,0.1956,0.804,0,1
1031,0.1136,0.886,0,1
1032,0.895,0.1052,0,0
1033,0.908,0.09204,0,0
1034,0.585,0.4148,0,1
1035,0.1471,0.853,0,1
1036,0.1192,0.881,0,1
1037,0.8115,0.1884,0,0
1038,0.8267,0.1733,0,0
1039,0.8257,0.1744,0,0
1040,0.921,0.0792,0,0
1041,0.2366,0.7637,0,1
1042,0.08154,0.9185,0,1
1043,0.9272,0.07263,0,0
1044,0.2268,0.7734,0,1
1045,0.326,0.674,0,1
1046,0.4243,0.5757,0,1
1047,0.849,0.151,0,0
1048,0.852,0.1481,0,0
1049,0.7676,0.2323,0,0
1050,0.9277,0.0721,0,0
1051,0.804,0.1956,0,0
1052,0.874,0.126,0,0
1053,0.06903,0.931,0,1
1054,0.4922,0.508,0,1
1055,0.873,0.1268,0,0
1056,0.843,0.1571,0,0
1057,0.1217,0.8784,0,1
1058,0.853,0.1471,0,0
1059,0.8926,0.1074,0,0
1060,0.1442,0.856,0,1
1061,0.1152,0.885,0,1
1062,0.06464,0.9355,0,1
1063,0.1052,0.895,0,1
1064,0.784,0.2161,0,0
1065,0.9194,0.0804,0,0
1066,0.583,0.4167,0,1
1067,0.0695,0.9307,0,1
1068,0.11755,0.8823,0,1
1069,0.2437,0.7563,0,1
1070,0.1136,0.886,0,1
1071,0.0666,0.9336,0,1
1072,0.4207,0.5796,0,0
1073,0.4824,0.5176,0,1
1074,0.821,0.179,0,0
1075,0.8223,0.1779,0,0
1076,0.4883,0.5117,0,0
1077,0.8613,0.1384,0,0
1078,0.3276,0.6724,0,1
1079,0.1268,0.873,0,1
1080,0.10706,0.893,0,1
1081,0.9004,0.0995,0,0
1082,0.09204,0.908,0,1
1083,0.902,0.0981,0,0
1084,0.9,0.10016,0,0
1085,0.3208,0.679,0,1
1086,0.09875,0.9014,0,1
1087,0.4302,0.57,0,0
1088,0.7705,0.2295,0,0
1089,0.6206,0.3794,0,0
1090,0.714,0.2861,0,0
1091,0.674,0.326,0,0
1092,0.0637,0.9365,0,1
1093,0.8887,0.11127,0,0
1094,0.8364,0.1635,0,0
1095,0.12085,0.879,0,1
1096,0.1366,0.8633,0,1
1097,0.7446,0.2554,0,0
1098,0.734,0.2659,0,0
1099,0.9478,0.05225,0,0
1100,0.728,0.272,0,0
1101,0.06464,0.9355,0,1
1102,0.86,0.1404,0,0
1103,0.2644,0.736,0,1
1104,0.855,0.1451,0,0
1105,0.6724,0.3276,0,1
1106,0.7476,0.2524,0,0
1107,0.03677,0.9634,0,1
1108,0.8687,0.1312,0,0
1109,0.7075,0.2925,0,0
1110,0.922,0.07806,0,0
1111,0.0695,0.9307,0,1
1112,0.2018,0.7983,0,1
1113,0.854,0.1461,0,0
1114,0.2766,0.723,0,1
1115,0.6943,0.3057,0,0
1116,0.8447,0.155,0,0
1117,0.0538,0.9463,0,1
1118,0.902,0.0981,0,0
1119,0.545,0.455,0,0
1120,0.2108,0.789,0,1
1121,0.2227,0.7773,0,1
1122,0.856,0.1442,0,0
1123,0.947,0.053,0,0
1124,0.1531,0.847,0,1
1125,0.3684,0.632,0,1
1126,0.957,0.04303,0,0
1127,0.272,0.728,0,1
1128,0.1755,0.824,0,1
1129,0.4902,0.51,0,1
1130,0.2255,0.7744,0,1
1131,0.2213,0.779,0,1
1132,0.5547,0.4456,0,1
1133,0.8438,0.1561,0,0
1134,0.1023,0.8975,0,1
1135,0.1217,0.8784,0,1
1136,0.904,0.096,0,0
1137,0.8276,0.1721,0,0
1138,0.772,0.2281,0,0
1139,0.895,0.1052,0,0
1140,0.2018,0.7983,0,1
1141,0.823,0.1766,0,0
1142,0.897,0.103,0,0
1143,0.8726,0.1277,0,0
1144,0.3328,0.667,0,1
1145,0.916,0.08386,0,0
1146,0.0628,0.937,0,1
1147,0.2161,0.784,0,1
1148,0.0798,0.9204,0,1
1149,0.551,0.4495,0,0
1150,0.8833,0.11676,0,0
1151,0.7505,0.2494,0,0
1152,0.954,0.0457,0,0
1153,0.6187,0.381,0,1
1154,0.8345,0.1656,0,0
1155,0.1225,0.8774,0,1
1156,0.4055,0.5947,0,1
1157,0.248,0.752,0,1
1158,0.2737,0.7266,0,1
1159,0.2213,0.779,0,1
1160,0.929,0.07056,0,0
1161,0.1592,0.841,0,1
1162,0.1136,0.886,0,1
1163,0.628,0.372,0,0
1164,0.83,0.1699,0,0
1165,0.1136,0.886,0,1
1166,0.854,0.1461,0,0
1167,0.7734,0.2268,0,0
1168,0.89,0.1097,0,0
1169,0.8984,0.10156,0,0
1170,0.857,0.1432,0,0
1171,0.07007,0.93,0,1
1172,0.906,0.094,0,0
1173,0.112,0.888,0,1
1174,0.6113,0.3887,0,1
1175,0.4207,0.5796,0,1
1176,0.9326,0.06757,0,0
1177,0.9067,0.0933,0,0
1178,0.155,0.8447,0,1
1179,0.7593,0.2407,1,0
1180,0.9067,0.0933,1,0
1181,0.1152,0.885,1,1
1182,0.4648,0.535,1,0
1183,0.587,0.413,1,0
1184,0.1721,0.8276,1,1
1185,0.1461,0.854,1,1
1186,0.1302,0.8696,1,1
1187,0.1357,0.8643,1,1
1188,0.931,0.0688,1,0
1189,0.1813,0.819,1,1
1190,0.0601,0.94,1,1
1191,0.383,0.6167,1,1
1192,0.86,0.1404,1,0
1193,0.03583,0.9644,1,1
1194,0.758,0.2422,1,0
1195,0.667,0.3328,1,1
1196,0.886,0.1136,1,0
1197,0.8843,0.11597,1,0
1198,0.8843,0.11597,1,0
1199,0.6724,0.3276,1,0
1200,0.7944,0.2056,1,0
1201,0.3345,0.6655,1,1
1202,0.3557,0.644,1,0
1203,0.6724,0.3276,1,0
1204,0.4668,0.533,1,0
1205,0.9,0.10016,1,0
1206,0.045,0.955,1,1
1207,0.2766,0.723,1,1
1208,0.848,0.152,1,0
1209,0.06143,0.9385,1,1
1210,0.853,0.1471,1,0
1211,0.3904,0.6094,1,1
1212,0.615,0.385,1,0
1213,0.1052,0.895,1,1
1214,0.0671,0.933,1,1
1215,0.5,0.5,1,0
1216,0.1896,0.8105,1,1
1217,0.7993,0.2006,1,0
1218,0.8354,0.1646,1,0
1219,0.12335,0.8765,1,1
1220,0.731,0.269,1,0
1221,0.08417,0.916,1,1
1222,0.01942,0.9805,1,1
1223,0.0494,0.9507,1,1
1224,0.06323,0.9365,1,1
1225,0.7637,0.2366,1,0
1226,0.459,0.541,1,1
1227,0.03436,0.966,1,1
1228,0.739,0.2612,1,0
1229,0.5176,0.4824,1,0
1230,0.4456,0.5547,1,1
1231,0.3328,0.667,1,1
1232,0.861,0.1394,1,0
1233,0.0552,0.945,1,1
1234,0.6133,0.3867,1,0
1235,0.1666,0.8335,1,1
1236,0.1432,0.857,1,1
1237,0.291,0.709,1,0
1238,0.1981,0.802,1,1
1239,0.4495,0.551,1,0
1240,0.8237,0.1761,1,0
1241,0.1045,0.8955,1,1
1242,0.821,0.179,1,0
1243,0.6094,0.3904,1,0
1244,0.05145,0.9487,1,1
1245,0.463,0.537,1,0
1246,0.5273,0.4727,1,0
1247,0.6895,0.3108,1,0
1248,0.37,0.63,1,0
1249,0.05966,0.9404,1,1
1250,0.7104,0.2893,1,0
1251,0.3684,0.632,1,0
1252,0.04742,0.9526,1,1
1253,0.7417,0.2583,1,0
1254,0.07367,0.9263,1,1
1255,0.6772,0.3225,1,0
1256,0.04794,0.952,1,1
1257,0.7026,0.2974,1,0
1258,0.4055,0.5947,1,0
1259,0.06757,0.9326,1,1
1260,0.6978,0.3025,1,0
1261,0.7266,0.2737,1,0
1262,0.628,0.372,1,0
1263,0.1251,0.875,1,1
1264,0.2407,0.7593,1,1
1265,0.0656,0.9346,1,1
1266,0.591,0.4092,1,0
1267,0.0806,0.9194,1,1
1268,0.593,0.4072,1,0
1269,0.18,0.82,0,1
1270,0.543,0.457,0,1
1271,0.1357,0.8643,0,1
1272,0.463,0.537,0,1
1273,0.907,0.0927,0,0
1274,0.12335,0.8765,0,1
1275,0.1666,0.8335,0,1
1276,0.2451,0.755,0,1
1277,0.434,0.566,0,1
1278,0.9326,0.06757,0,0
1279,0.9106,0.0895,0,0
1280,0.921,0.0792,0,0
1281,0.5254,0.4746,0,1
1282,0.3174,0.6826,0,1
1283,0.95,0.0496,0,0
1284,0.9204,0.0798,0,0
1285,0.2043,0.796,0,1
1286,0.1656,0.8345,0,1
1287,0.95,0.0496,0,0
1288,0.669,0.331,0,0
1289,0.1217,0.8784,0,1
1290,0.851,0.149,0,0
1291,0.9004,0.0995,0,0
1292,0.874,0.126,0,0
1293,0.9375,0.06232,0,0
1294,0.0716,0.928,0,1
1295,0.928,0.0716,0,0
1296,0.929,0.07056,0,0
1297,0.925,0.0753,0,0
1298,0.907,0.0927,0,0
1299,0.8374,0.1624,0,0
1300,0.766,0.2338,0,0
1301,0.06757,0.9326,0,1
1302,0.7593,0.2407,0,0
1303,0.803,0.1968,0,0
1304,0.1871,0.813,0,1
1305,0.2366,0.7637,0,1
1306,0.0804,0.9194,0,1
1307,0.1481,0.852,0,1
1308,0.2598,0.74,0,1
1309,0.897,0.103,0,0
1310,0.868,0.1321,0,0
1311,0.2366,0.7637,0,1
1312,0.583,0.4167,0,1
1313,0.772,0.2281,0,0
1314,0.9004,0.0995,0,0
1315,0.1152,0.885,0,1
1316,0.736,0.2644,0,0
1317,0.4475,0.5527,0,1
1318,0.941,0.0592,0,0
1319,0.693,0.3074,0,1
1320,0.855,0.1451,0,0
1321,0.8706,0.1294,0,0
1322,0.903,0.0974,0,0
1323,0.1592,0.841,0,1
1324,0.9233,0.07666,0,0
1325,0.4148,0.585,0,0
1326,0.2466,0.7534,0,1
1327,0.07697,0.923,0,1
1328,0.848,0.152,0,0
1329,0.6387,0.361,0,1
1330,0.269,0.731,0,1
1331,0.2069,0.793,0,1
1332,0.1394,0.861,0,1
1333,0.823,0.1766,0,0
1334,0.4207,0.5796,0,1
1335,0.739,0.2612,0,0
1336,0.1009,0.899,0,1
1337,0.0882,0.9116,0,1
1338,0.10376,0.8965,0,1
1339,0.958,0.04208,0,0
1340,0.2108,0.789,0,1
1341,0.179,0.821,0,1
1342,0.1531,0.847,0,1
1343,0.04813,0.9517,0,1
1344,0.1394,0.861,0,1
1345,0.879,0.12085,0,0
1346,0.1192,0.881,0,1
1347,0.2081,0.792,0,1
1348,0.772,0.2281,0,1
1349,0.3433,0.6567,0,1
1350,0.5117,0.4883,0,1
1351,0.8926,0.1074,0,0
1352,0.874,0.126,0,0
1353,0.7705,0.2295,0,0
1354,0.8633,0.1366,0,0
1355,0.897,0.103,0,0
1356,0.875,0.1251,0,0
1357,0.804,0.1956,0,0
1358,0.9287,0.07104,0,0
1359,0.545,0.455,1,1
1360,0.354,0.646,1,1
1361,0.179,0.821,1,1
1362,0.7104,0.2893,1,0
1363,0.0601,0.94,1,1
1364,0.802,0.1981,1,0
1365,0.0863,0.9136,1,1
1366,0.776,0.224,1,0
1367,0.1329,0.867,1,1
1368,0.769,0.231,1,0
1369,0.04337,0.9565,1,1
1370,0.496,0.504,1,0
1371,0.6533,0.347,1,0
1372,0.7646,0.2351,1,0
1373,0.1357,0.8643,1,1
1374,0.8843,0.11597,1,0
1375,0.679,0.3208,1,0
1376,0.07587,0.9243,1,1
1377,0.1321,0.868,1,1
1378,0.6704,0.3293,1,1
1379,0.882,0.1184,1,0
1380,0.04813,0.9517,1,1
1381,0.0753,0.925,1,1
1382,0.3647,0.6353,1,0
1383,0.895,0.1052,1,0
1384,0.881,0.1192,1,0
1385,0.0876,0.9126,1,1
1386,0.0534,0.947,1,1
1387,0.398,0.602,1,0
1388,0.22,0.78,1,0
1389,0.902,0.0981,1,0
1390,0.655,0.3452,1,0
1391,0.304,0.696,1,1
1392,0.0857,0.914,1,1
1393,0.1366,0.8633,1,0
1394,0.6333,0.3667,1,0
1395,0.821,0.179,1,0
1396,0.8115,0.1884,1,0
1397,0.797,0.2031,1,0
1398,0.6113,0.3887,1,0
1399,0.7217,0.2783,1,0
1400,0.151,0.849,1,1
1401,0.9116,0.0882,1,0
1402,0.7075,0.2925,1,0
1403,0.1329,0.867,1,1
1404,0.851,0.149,1,1
1405,0.4456,0.5547,1,0
1406,0.07477,0.9253,1,1
1407,0.1531,0.847,1,1
1408,0.1294,0.8706,1,1
1409,0.7217,0.2783,1,0
1410,0.7593,0.2407,1,0
1411,0.1357,0.8643,1,1
1412,0.283,0.717,1,1
1413,0.05145,0.9487,1,1
1414,0.83,0.1699,1,0
1415,0.2006,0.7993,1,1
1416,0.8276,0.1721,1,0
1417,0.1067,0.893,1,1
1418,0.055,0.945,1,1
1419,0.461,0.539,1,0
1420,0.8643,0.1357,1,0
1421,0.51,0.4902,1,1
1422,0.04303,0.957,1,1
1423,0.1343,0.8657,1,1
1424,0.3123,0.6875,1,1
1425,0.2766,0.723,1,1
1426,0.2255,0.7744,1,1
1427,0.8267,0.1733,1,0
1428,0.549,0.4514,1,0
1429,0.6133,0.3867,1,0
1430,0.05185,0.948,1,1
1431,0.859,0.1412,1,0
1432,0.0827,0.9175,1,1
1433,0.04025,0.96,1,1
1434,0.2751,0.725,1,1
1435,0.363,0.637,1,0
1436,0.1968,0.803,1,1
1437,0.2878,0.7124,1,1
1438,0.11676,0.8833,1,1
1439,0.0888,0.911,1,1
1440,0.736,0.2644,1,0
1441,0.5547,0.4456,1,0
1442,0.644,0.3557,1,0
1443,0.9004,0.0995,1,0
1444,0.04813,0.9517,1,1
1445,0.792,0.2081,1,0
1446,0.564,0.4358,1,0
1447,0.4167,0.583,1,0
1448,0.1603,0.84,1,1
1449,0.728,0.272,1,0
1450,0.6655,0.3345,1,0
1451,0.674,0.326,1,0
1452,0.587,0.413,1,0
1453,0.589,0.4111,1,0
1454,0.0882,0.9116,1,1
1455,0.1105,0.8896,1,1
1456,0.9053,0.09467,1,0
1457,0.0321,0.968,1,1
1458,0.854,0.1461,1,0
1459,0.7563,0.2437,1,0
1460,0.151,0.849,1,1
1461,0.7217,0.2783,1,0
1462,0.1592,0.841,1,1
1463,0.296,0.704,1,0
1464,0.5195,0.4805,1,0
1465,0.82,0.18,1,0
1466,0.0914,0.9087,1,1
1467,0.628,0.372,1,0
1468,0.1993,0.801,1,0
1469,0.1646,0.8354,1,1
1470,0.2186,0.7812,1,1
1471,0.3433,0.6567,1,1
1472,0.4055,0.5947,1,1
1473,0.5293,0.4707,1,0
1474,0.0876,0.9126,1,1
1475,0.3293,0.6704,1,1
1476,0.383,0.6167,1,0
1477,0.05185,0.948,1,1
1478,0.7812,0.2186,1,0
1479,0.126,0.874,0,1
1480,0.7812,0.2186,0,1
1481,0.709,0.291,0,0
1482,0.4863,0.5137,0,1
1483,0.231,0.769,0,1
1484,0.9243,0.07587,0,0
1485,0.4226,0.5776,0,1
1486,0.1251,0.875,0,1
1487,0.1268,0.873,0,1
1488,0.1128,0.887,0,1
1489,0.4263,0.5737,0,1
1490,0.3208,0.679,0,1
1491,0.7637,0.2366,0,1
1492,0.585,0.4148,0,0
1493,0.7153,0.2847,0,0
1494,0.9414,0.05856,0,0
1495,0.734,0.2659,0,1
1496,0.381,0.6187,0,1
1497,0.272,0.728,0,1
1498,0.874,0.126,0,0
1499,0.587,0.413,0,0
1500,0.939,0.06097,0,0
1501,0.8926,0.1074,0,0
1502,0.1956,0.804,0,1
1503,0.1646,0.8354,0,1
1504,0.843,0.1571,0,0
1505,0.925,0.0753,0,0
1506,0.9307,0.0695,0,0
1507,0.2737,0.7266,0,0
1508,0.1217,0.8784,0,1
1509,0.6206,0.3794,0,0
1510,0.734,0.2659,0,0
1511,0.8696,0.1302,0,0
1512,0.2108,0.789,0,1
1513,0.7217,0.2783,0,0
1514,0.1277,0.8726,0,1
1515,0.3157,0.684,0,1
1516,0.927,0.0732,0,0
1517,0.881,0.1192,0,0
1518,0.848,0.152,0,0
1519,0.4072,0.593,0,1
1520,0.7773,0.2227,0,0
1521,0.2173,0.7827,0,1
1522,0.923,0.07697,0,0
1523,0.856,0.1442,0,0
1524,0.8784,0.1217,0,0
1525,0.1688,0.831,0,1
1526,0.4072,0.593,0,1
1527,0.57,0.4302,0,1
1528,0.717,0.283,0,0
1529,0.3577,0.6426,0,1
1530,0.8438,0.1561,0,0
1531,0.1242,0.876,0,1
1532,0.813,0.1871,0,0
1533,0.07056,0.929,0,1
1534,0.8457,0.154,0,0
1535,0.7705,0.2295,0,0
1536,0.5312,0.4688,0,1
1537,0.455,0.545,0,1
1538,0.7563,0.2437,0,0
1539,0.8843,0.11597,0,0
1540,0.841,0.1592,0,0
1541,0.9014,0.09875,0,0
1542,0.644,0.3557,0,1
1543,0.2466,0.7534,0,0
1544,0.08154,0.9185,0,1
1545,0.8726,0.1277,0,0
1546,0.89,0.1097,0,0
1547,0.396,0.604,0,1
1548,0.746,0.254,0,0
1549,0.18,0.82,0,1
1550,0.5312,0.4688,0,1
1551,0.2213,0.779,0,1
1552,0.2878,0.7124,0,1
1553,0.8774,0.1225,0,0
1554,0.9136,0.0863,0,0
1555,0.943,0.05707,0,0
1556,0.4111,0.589,0,1
1557,0.1896,0.8105,0,1
1558,0.7593,0.2407,0,1
1559,0.9185,0.08154,0,0
1560,0.839,0.1614,0,0
1561,0.1321,0.868,0,1
1562,0.2451,0.755,0,1
1563,0.2351,0.7646,0,1
1564,0.8623,0.1376,0,0
1565,0.854,0.1461,0,0
1566,0.7446,0.2554,0,0
1567,0.9014,0.09875,0,0
1568,0.57,0.4302,0,1
1569,0.1432,0.857,0,1
1570,0.1943,0.8057,0,1
1571,0.95,0.0496,0,0
1572,0.2006,0.7993,0,1
1573,0.9316,0.06854,0,0
1574,0.3293,0.6704,0,1
1575,0.8057,0.1943,0,0
1576,0.9243,0.07587,0,0
1577,0.2056,0.7944,0,1
1578,0.637,0.363,0,0
1579,0.915,0.0851,0,0
1580,0.792,0.2081,0,0
1581,0.885,0.1152,0,0
1582,0.803,0.1968,0,0
1583,0.2437,0.7563,0,1
1584,0.7905,0.2095,0,0
1585,0.1733,0.8267,0,1
1586,0.829,0.171,0,0
1587,0.909,0.09076,0,0
1588,0.0833,0.9165,0,1
1589,0.09875,0.9014,0,1
1590,0.2737,0.7266,0,1
1591,0.9253,0.07477,0,0
1592,0.094,0.906,0,1
1593,0.9253,0.0745,0,0
1594,0.95,0.0496,0,0
1595,0.7676,0.2323,0,0
1596,0.549,0.4514,0,1
1597,0.793,0.2069,0,0
1598,0.8174,0.1824,0,0
1599,0.508,0.4922,1,0
1600,0.304,0.696,1,1
1601,0.3647,0.6353,1,1
1602,0.6807,0.319,1,0
1603,0.396,0.604,1,1
1604,0.459,0.541,1,1
1605,0.3364,0.6636,1,0
1606,0.6353,0.3647,1,0
1607,0.709,0.291,1,0
1608,0.604,0.396,1,1
1609,0.8257,0.1744,1,0
1610,0.796,0.2043,1,0
1611,0.1461,0.854,1,1
1612,0.725,0.2751,1,0
1613,0.0437,0.9565,1,1
1614,0.6333,0.3667,1,0
1615,0.802,0.1981,1,0
1616,0.648,0.3523,1,0
1617,0.5195,0.4805,1,0
1618,0.299,0.7007,1,1
1619,0.6353,0.3647,1,0
1620,0.819,0.1813,1,0
1621,0.93,0.07007,1,0
1622,0.1348,0.865,1,1
1623,0.0927,0.907,1,1
1624,0.2494,0.7505,1,1
1625,0.1755,0.824,1,1
1626,0.0901,0.9097,1,1
1627,0.0526,0.9473,1,1
1628,0.08093,0.919,1,1
1629,0.0695,0.9307,1,1
1630,0.09875,0.9014,1,1
1631,0.0671,0.933,1,1
1632,0.8823,0.11755,1,0
1633,0.4707,0.5293,1,0
1634,0.5527,0.4475,1,0
1635,0.4055,0.5947,1,1
1636,0.07477,0.9253,1,1
1637,0.04672,0.953,1,1
1638,0.0798,0.9204,1,1
1639,0.7124,0.2878,1,0
1640,0.6426,0.3577,1,0
1641,0.10895,0.891,1,1
1642,0.2751,0.725,1,1
1643,0.8613,0.1384,1,0
1644,0.3157,0.684,1,1
1645,0.4534,0.547,1,0
1646,0.7734,0.2268,1,0
1647,0.568,0.4321,1,0
1648,0.2554,0.7446,1,1
1649,0.06323,0.9365,1,1
1650,0.6,0.4,1,0
1651,0.251,0.749,1,1
1652,0.4456,0.5547,1,0
1653,0.1666,0.8335,1,1
1654,0.11597,0.8843,1,1
1655,0.1836,0.8164,1,1
1656,0.587,0.413,1,0
1657,0.0341,0.966,1,1
1658,0.0927,0.907,1,1
1659,0.824,0.1755,1,0
1660,0.2847,0.7153,1,1
1661,0.7744,0.2255,1,0
1662,0.4495,0.551,1,0
1663,0.06323,0.9365,1,1
1664,0.08386,0.916,1,1
1665,0.1285,0.8716,1,1
1666,0.0666,0.9336,1,1
1667,0.0827,0.9175,1,1
1668,0.12,0.88,1,1
1669,0.09076,0.909,1,1
1670,0.2043,0.796,1,1
1671,0.637,0.363,1,0
1672,0.7993,0.2006,1,0
1673,0.03876,0.9614,1,1
1674,0.2451,0.755,1,1
1675,0.4436,0.5566,1,0
1676,0.4941,0.506,1,1
1677,0.0534,0.947,1,1
1678,0.3647,0.6353,1,1
1679,0.152,0.848,1,1
1680,0.0732,0.927,1,1
1681,0.6895,0.3108,1,0
1682,0.3208,0.679,1,0
1683,0.0651,0.935,1,1
1684,0.0546,0.9453,1,1
1685,0.02461,0.9756,1,1
1686,0.1192,0.881,1,1
1687,0.5117,0.4883,1,0
1688,0.3577,0.6426,1,1
1689,0.0933,0.9067,1,1
1690,0.2268,0.7734,1,1
1691,0.02615,0.9736,1,1
1692,0.746,0.254,1,0
1693,0.1666,0.8335,1,1
1694,0.686,0.314,1,0
1695,0.7534,0.2466,1,0
1696,0.2173,0.7827,1,1
1697,0.0592,0.941,1,1
1698,0.535,0.4648,1,0
1699,0.6206,0.3794,1,0
1700,0.1074,0.8926,1,1
1701,0.684,0.3157,1,0
1702,0.0471,0.953,1,1
1703,0.8345,0.1656,1,0
1704,0.6333,0.3667,1,0
1705,0.0742,0.926,1,1
1706,0.886,0.1136,1,0
1707,0.6494,0.3503,1,0
1708,0.2673,0.7324,1,1
1709,0.882,0.1184,1,0
1710,0.459,0.541,1,0
1711,0.7417,0.2583,1,0
1712,0.0851,0.915,1,1
1713,0.736,0.2644,1,0
1714,0.0716,0.928,1,1
1715,0.648,0.3523,1,0
1716,0.0485,0.9517,1,1
1717,0.361,0.6387,1,0
1718,0.1217,0.8784,1,1
1719,0.2213,0.779,1,1
1720,0.5273,0.4727,1,0
1721,0.2878,0.7124,1,1
1722,0.045,0.955,1,1
1723,0.797,0.2031,1,0
1724,0.6533,0.347,1,0
1725,0.0821,0.918,1,1
1726,0.632,0.3684,1,0
1727,0.7324,0.2673,1,0
1728,0.498,0.502,1,0
1729,0.3328,0.667,1,0
1730,0.0336,0.9663,1,1
1731,0.398,0.602,1,0
1732,0.1067,0.893,1,1
1733,0.658,0.3416,1,0
1734,0.696,0.304,1,0
1735,0.0845,0.9155,1,1
1736,0.05664,0.9434,1,1
1737,0.2031,0.797,1,0
1738,0.637,0.363,1,0
1739,0.1384,0.8613,1,1
1740,0.8374,0.1624,1,0
1741,0.2173,0.7827,1,1
1742,0.299,0.7007,1,1
1743,0.676,0.3242,1,0
1744,0.03516,0.965,1,1
1745,0.22,0.78,1,1
1746,0.7734,0.2268,1,0
1747,0.0651,0.935,1,1
1748,0.857,0.1432,1,0
1749,0.2583,0.7417,1,1
1750,0.094,0.906,1,1
1751,0.0637,0.9365,1,1
1752,0.4282,0.572,1,0
1753,0.832,0.1677,1,0
1754,0.1045,0.8955,1,1
1755,0.3757,0.6245,1,0
1756,0.05225,0.9478,1,1
1757,0.2095,0.7905,1,1
1758,0.4016,0.598,1,1
1759,0.0721,0.9277,1,1
1760,0.15,0.85,1,1
1761,0.7324,0.2673,1,0
1762,0.944,0.05624,1,0
1763,0.0695,0.9307,1,1
1764,0.814,0.1859,1,0
1765,0.1699,0.83,1,1
1766,0.5176,0.4824,1,0
1767,0.11676,0.8833,1,1
1768,0.0621,0.938,1,1
1769,0.3025,0.6978,1,1
1770,0.808,0.1919,1,0
1771,0.4922,0.508,1,0
1772,0.1531,0.847,1,1
